,None,Lives_In,Exhibits,micro avg,macro avg,weighted avg,samples avg
precision,0.7568027210884354,0.6,0.0,0.7554806070826307,0.45226757369614506,0.6789371419527512,0.7444952222683838
recall,0.9883398112159911,0.02654867256637168,0.0,0.7444952222683838,0.3382961612607876,0.7444952222683838,0.7444952222683838
f1-score,0.8572116542258608,0.05084745762711864,0.0,0.749947687800795,0.3026863706176598,0.6509435978846002,0.7444952222683838
support,1801.0,452.0,154.0,2407.0,2407.0,2407.0,2407.0
