,None,Lives_In,Exhibits,micro avg,macro avg,weighted avg,samples avg
precision,0.84,0.7512437810945274,0.0,0.8145506419400856,0.5304145936981758,0.6999356934336581,0.471900826446281
recall,0.695364238410596,0.334070796460177,0.0,0.471900826446281,0.343145011623591,0.471900826446281,0.471900826446281
f1-score,0.7608695652173914,0.4624808575803982,0.0,0.5975928833071691,0.40778347426592987,0.5525674091054912,0.471900826446281
support,604.0,452.0,154.0,1210.0,1210.0,1210.0,1210.0
