,None,Lives_In,Exhibits,micro avg,macro avg,weighted avg,samples avg
precision,0.8230912476722533,0.75,0.0,0.8056737588652483,0.5243637492240844,0.6909214411467071,0.46980976013234077
recall,0.7330016583747927,0.27876106194690264,0.0,0.46980976013234077,0.33725424010723176,0.46980976013234077,0.46980976013234077
f1-score,0.7754385964912281,0.40645161290322585,0.0,0.593521421107628,0.39396340313148465,0.5387143115934397,0.46980976013234077
support,603.0,452.0,154.0,1209.0,1209.0,1209.0,1209.0
