,None,Lives_In,Exhibits,micro avg,macro avg,weighted avg,samples avg
precision,0.798804780876494,0.0,0.0,0.798804780876494,0.26626826029216466,0.6380890779511436,0.798804780876494
recall,1.0,0.0,0.0,0.798804780876494,0.3333333333333333,0.798804780876494,0.798804780876494
f1-score,0.8881506090808416,0.0,0.0,0.798804780876494,0.29605020302694723,0.7094589526721463,0.798804780876494
support,2406.0,452.0,154.0,3012.0,3012.0,3012.0,3012.0
