,None,Lives_In,Exhibits,micro avg,macro avg,weighted avg,samples avg
precision,0.7588983050847458,0.75,0.0,0.7588832487309645,0.5029661016949153,0.7088807738967623,0.7422424493173355
recall,0.9889563776918829,0.00663716814159292,0.0,0.7422424493173355,0.3318645152778253,0.7422424493173355,0.7422424493173355
f1-score,0.8587868616638695,0.013157894736842106,0.0,0.7504706128425015,0.29064825213357054,0.6459289925090279,0.7422424493173355
support,1811.0,452.0,154.0,2417.0,2417.0,2417.0,2417.0
