,None,Lives_In,Exhibits,micro avg,macro avg,weighted avg,samples avg
precision,0.8010050251256281,0.75,0.0,0.8009367681498829,0.5170016750418761,0.7523156186653253,0.7961423345527103
recall,0.9958350687213661,0.00663716814159292,0.0,0.7961423345527103,0.334157412287653,0.7961423345527103,0.7961423345527103
f1-score,0.8878574080950612,0.013157894736842106,0.0,0.7985323549032688,0.3003384342773011,0.7109055554563666,0.7961423345527103
support,2401.0,452.0,154.0,3007.0,3007.0,3007.0,3007.0
