,None,Lives_In,Exhibits,micro avg,macro avg,weighted avg,samples avg
precision,0.8040540540540541,1.0,0.0,0.8042524468444144,0.6013513513513513,0.7923096314168931,0.7938041305796136
recall,0.993322203672788,0.00663716814159292,0.0,0.7938041305796136,0.3333197906047936,0.7938041305796136,0.7938041305796136
f1-score,0.8887229275578791,0.013186813186813187,0.0,0.7989941324392289,0.30063658024823076,0.7113059873381471,0.7938041305796136
support,2396.0,452.0,154.0,3002.0,3002.0,3002.0,3002.0
